,Unnamed: 0,qkey,attribute,group,D_H,R_H
408,18,WORRYB_W26,AGE,50-64,"[0.17153791, 0.42559287, 0.40286922]",0.0023970819856752
409,19,WORRYB_W26,AGE,65+,"[0.13402722, 0.47855084, 0.38742194]",0.0014262768891379
410,20,GUNRESPNOKIDSC_W26,AGE,18-29,"[0.69801936, 0.21208244, 0.06304687, 0.02685134]",0.0009130054224749
411,21,GUNRESPNOKIDSC_W26,AGE,30-49,"[0.69857964, 0.23882282, 0.0535701, 0.00902744]",0.0119917895127098
412,22,GUNRESPNOKIDSC_W26,AGE,50-64,"[0.64435391, 0.251369, 0.09408724, 0.01018985]",0.0027329180886474
413,23,GUNRESPNOKIDSC_W26,AGE,65+,"[0.68776804, 0.24862043, 0.06143757, 0.00217396]",0.0097491355280347
418,28,REASONGUNA_W26,AGE,18-29,"[0.72510295, 0.22098082, 0.05391623]",0.007283851636819
419,29,REASONGUNA_W26,AGE,30-49,"[0.69122388, 0.23600269, 0.07277343]",0.0
420,30,REASONGUNA_W26,AGE,50-64,"[0.68155872, 0.25063514, 0.06780614]",0.0006935122676745
421,31,REASONGUNA_W26,AGE,65+,"[0.62583494, 0.25009246, 0.12407259]",0.0
434,44,REASONGUND_W26,AGE,18-29,"[0.16691258, 0.42903841, 0.40404901]",0.007283851636819
435,45,REASONGUND_W26,AGE,30-49,"[0.125587, 0.24580136, 0.62861164]",0.0011261066902682
436,46,REASONGUND_W26,AGE,50-64,"[0.1148819, 0.29782453, 0.58729358]",0.0060356990136598
437,47,REASONGUND_W26,AGE,65+,"[0.11150123, 0.20565809, 0.68284068]",0.0038309246883911
438,48,SHOOTFREQ_W26,AGE,18-29,"[0.06715, 0.27077717, 0.3451722, 0.31690063]",0.0
439,49,SHOOTFREQ_W26,AGE,30-49,"[0.04683946, 0.21357749, 0.32844825, 0.4111348]",0.0075990990973432
440,50,SHOOTFREQ_W26,AGE,50-64,"[0.0610062, 0.18439733, 0.25614407, 0.4984524]",0.0028775061326787
441,51,SHOOTFREQ_W26,AGE,65+,"[0.02283538, 0.13410217, 0.24565518, 0.59740727]",0.0039250541354067
442,52,GUNLOADED1_W26,AGE,18-29,"[0.14424012, 0.32011301, 0.53564687]",0.0070104942202338
443,53,GUNLOADED1_W26,AGE,30-49,"[0.15004155, 0.43239568, 0.41756277]",0.0073546318979364
444,54,GUNLOADED1_W26,AGE,50-64,"[0.11947226, 0.40078077, 0.47974697]",0.0080447771029572
445,55,GUNLOADED1_W26,AGE,65+,"[0.17762737, 0.35304192, 0.46933071]",0.0404700411198669
454,64,GUNTYPEOWNC_W26,AGE,18-29,"[0.55204298, 0.21082092, 0.23713611]",0.0312911893981865
455,65,GUNTYPEOWNC_W26,AGE,30-49,"[0.36650877, 0.17359042, 0.45990081]",0.0123163418431721
456,66,GUNTYPEOWNC_W26,AGE,50-64,"[0.4413745, 0.20472409, 0.35390141]",0.0178678607811053
457,67,GUNTYPEOWNC_W26,AGE,65+,"[0.35925406, 0.23895701, 0.40178893]",0.017245761131894
458,68,GUNCONTRIBA_W26,AGE,18-29,"[0.27679662, 0.32053992, 0.30322638, 0.09943708]",0.000457437775273
459,69,GUNCONTRIBA_W26,AGE,30-49,"[0.31702899, 0.25228029, 0.26115933, 0.16953139]",0.0124397402396039
460,70,GUNCONTRIBA_W26,AGE,50-64,"[0.25208317, 0.32950382, 0.27372101, 0.144692]",0.0012907467540816
461,71,GUNCONTRIBA_W26,AGE,65+,"[0.37015545, 0.273856, 0.26051602, 0.09547254]",0.0053414365706388
470,80,GUNLOCKED1_W26,AGE,18-29,"[0.53492711, 0.19853103, 0.26654186]",0.0050840166812975
471,81,GUNLOCKED1_W26,AGE,30-49,"[0.46008383, 0.31887445, 0.22104173]",0.0055235338119444
472,82,GUNLOCKED1_W26,AGE,50-64,"[0.33813577, 0.32208535, 0.33977889]",0.0044232954734467
473,83,GUNLOCKED1_W26,AGE,65+,"[0.33591502, 0.19484726, 0.46923772]",0.0346105922541288
490,100,GUNLOADED2_W26,AGE,18-29,"[0.22278957, 0.77721043]",0.0
491,101,GUNLOADED2_W26,AGE,30-49,"[0.36289249, 0.63710751]",0.0166066878721548
492,102,GUNLOADED2_W26,AGE,50-64,"[0.43086722, 0.56913278]",0.0035415977558834
493,103,GUNLOADED2_W26,AGE,65+,"[0.2480019, 0.7519981]",0.0
494,104,GUNSAFE_W26,AGE,18-29,"[0.75449219, 0.03638087, 0.20912694]",0.0046751497373642
495,105,GUNSAFE_W26,AGE,30-49,"[0.67162027, 0.05418387, 0.27419586]",0.0009715037081524
496,106,GUNSAFE_W26,AGE,50-64,"[0.68965895, 0.02183716, 0.28850389]",0.0027674662339479
497,107,GUNSAFE_W26,AGE,65+,"[0.63075069, 0.02366713, 0.34558218]",0.0
502,112,CARRYGUN_W26,AGE,18-29,"[0.16526401, 0.15775547, 0.3939092, 0.28307133]",0.0
503,113,CARRYGUN_W26,AGE,30-49,"[0.09301725, 0.14344234, 0.33506065, 0.42847976]",0.0039975539285413
504,114,CARRYGUN_W26,AGE,50-64,"[0.15949797, 0.15913263, 0.26306239, 0.41830702]",0.0
505,115,CARRYGUN_W26,AGE,65+,"[0.08075727, 0.14245956, 0.28910758, 0.48767559]",0.0007332179151032
514,124,GUNCONTRIBE_W26,AGE,18-29,"[0.14708503, 0.28707817, 0.31490816, 0.25092864]",0.0
515,125,GUNCONTRIBE_W26,AGE,30-49,"[0.24855203, 0.26468085, 0.32696433, 0.15980279]",0.0038799080499568
516,126,GUNCONTRIBE_W26,AGE,50-64,"[0.309209, 0.36516615, 0.25145243, 0.07417241]",0.0024050286551306
517,127,GUNCONTRIBE_W26,AGE,65+,"[0.42384653, 0.38689925, 0.16517712, 0.0240771]",0.01083869144547
518,128,GROWUPGUN4_W26,AGE,18-29,"[0.16278376, 0.39977455, 0.29204527, 0.14539643]",0.0
519,129,GROWUPGUN4_W26,AGE,30-49,"[0.20547008, 0.42879703, 0.24926327, 0.11646963]",0.0081271559266639
520,130,GROWUPGUN4_W26,AGE,50-64,"[0.22589353, 0.38003348, 0.29685313, 0.09721986]",0.0087280897004556
521,131,GROWUPGUN4_W26,AGE,65+,"[0.20447616, 0.36025519, 0.30033525, 0.13493341]",0.0133652549420949
534,144,GUNCONTRIBC_W26,AGE,18-29,"[0.1621241, 0.24870247, 0.44934488, 0.13982855]",0.0
535,145,GUNCONTRIBC_W26,AGE,30-49,"[0.16855542, 0.29258411, 0.40282258, 0.13603789]",0.011295995524219
536,146,GUNCONTRIBC_W26,AGE,50-64,"[0.32156488, 0.32360993, 0.31124832, 0.04357687]",0.0043492692356073
537,147,GUNCONTRIBC_W26,AGE,65+,"[0.42501679, 0.35553154, 0.16973661, 0.04971507]",0.0019245959435008
542,152,GUNIDENTITY_W26,AGE,18-29,"[0.2487307, 0.26003539, 0.40366697, 0.08756695]",0.0
543,153,GUNIDENTITY_W26,AGE,30-49,"[0.21384628, 0.27315967, 0.30709414, 0.20589991]",0.0
544,154,GUNIDENTITY_W26,AGE,50-64,"[0.28108718, 0.235006, 0.27790644, 0.20600038]",0.0
545,155,GUNIDENTITY_W26,AGE,65+,"[0.24097387, 0.18259127, 0.25627826, 0.3201566]",0.0279207146440794
554,164,IMPREASONGUN_W26,AGE,18-29,"[0.51615234, 0.325648, 0.10036254, 0.01720873, 0.04062838]",0.0
555,165,IMPREASONGUN_W26,AGE,30-49,"[0.45481063, 0.25918312, 0.18728991, 0.02115876, 0.07755758]",0.0
556,166,IMPREASONGUN_W26,AGE,50-64,"[0.4624286, 0.35209131, 0.08623894, 0.0742755, 0.02496566]",0.0089573482093656
557,167,IMPREASONGUN_W26,AGE,65+,"[0.61900102, 0.23137952, 0.07919585, 0.06938499, 0.00103862]",0.0025909452602881
558,168,GROWUPGUN6_W26,AGE,18-29,"[0.06464966, 0.13904801, 0.32081084, 0.47549148]",0.006748762469403
559,169,GROWUPGUN6_W26,AGE,30-49,"[0.06808, 0.2084766, 0.2409032, 0.4825402]",0.0
560,170,GROWUPGUN6_W26,AGE,50-64,"[0.05771589, 0.23393621, 0.19308138, 0.51526653]",0.0021532586353992
561,171,GROWUPGUN6_W26,AGE,65+,"[0.06381461, 0.17240747, 0.22499947, 0.53877845]",0.0058273891925805
562,172,GUNRESPNOKIDSB_W26,AGE,18-29,"[0.48619993, 0.26836483, 0.19605924, 0.04937599]",0.0015663358129544
563,173,GUNRESPNOKIDSB_W26,AGE,30-49,"[0.43263347, 0.30279422, 0.15098119, 0.11359112]",0.0151417700688261
564,174,GUNRESPNOKIDSB_W26,AGE,50-64,"[0.49336476, 0.26753373, 0.14550547, 0.09359604]",0.0120099177896472
565,175,GUNRESPNOKIDSB_W26,AGE,65+,"[0.52781851, 0.27879735, 0.09609063, 0.09729351]",0.0085205583338527
570,180,GUNRESPKIDSE_W26,AGE,18-29,"[0.44411933, 0.34162961, 0.17503036, 0.03922071]",0.0
571,181,GUNRESPKIDSE_W26,AGE,30-49,"[0.40801144, 0.31820015, 0.20770956, 0.06607885]",0.015047378828905
572,182,GUNRESPKIDSE_W26,AGE,50-64,"[0.40921255, 0.27575115, 0.21865535, 0.09638095]",0.0040691684467053
573,183,GUNRESPKIDSE_W26,AGE,65+,"[0.4353584, 0.30467854, 0.19195372, 0.06800934]",0.0062803322385343
578,188,GUNRESPKIDSD_W26,AGE,18-29,"[0.16863306, 0.23828211, 0.35950847, 0.23357636]",0.0026039948795166
579,189,GUNRESPKIDSD_W26,AGE,30-49,"[0.16355877, 0.27322612, 0.36333283, 0.19988228]",0.0018631043810432
580,190,GUNRESPKIDSD_W26,AGE,50-64,"[0.19211058, 0.27859517, 0.3188225, 0.21047174]",0.0
581,191,GUNRESPKIDSD_W26,AGE,65+,"[0.16271244, 0.24396643, 0.32404045, 0.26928068]",0.0040877351936355
590,200,GROWUPGUN7_W26,AGE,18-29,"[0.14358663, 0.22166936, 0.29225693, 0.34248708]",0.0011544954788986
591,201,GROWUPGUN7_W26,AGE,30-49,"[0.18205841, 0.25822876, 0.23672136, 0.32299147]",0.0014185454073334
592,202,GROWUPGUN7_W26,AGE,50-64,"[0.13932778, 0.21302031, 0.19761266, 0.45003925]",0.0020976384248646
593,203,GROWUPGUN7_W26,AGE,65+,"[0.14554003, 0.19552723, 0.15362075, 0.50531199]",0.0119200835954866
598,208,REASONGUNC_W26,AGE,18-29,"[0.38546264, 0.28340151, 0.33113585]",0.007283851636819
599,209,REASONGUNC_W26,AGE,30-49,"[0.32859635, 0.43324894, 0.23815471]",0.0011261066902682
600,210,REASONGUNC_W26,AGE,50-64,"[0.26214812, 0.4203166, 0.31753528]",0.0026707102800771
601,211,REASONGUNC_W26,AGE,65+,"[0.26214557, 0.34482879, 0.39302564]",0.0046645044141988
602,212,GUNFRIEND_W26,AGE,18-29,"[0.13858522, 0.37110041, 0.27563773, 0.21467663]",0.0
603,213,GUNFRIEND_W26,AGE,30-49,"[0.22679604, 0.41684178, 0.22920266, 0.12715952]",0.0008546884435401
604,214,GUNFRIEND_W26,AGE,50-64,"[0.267014, 0.36458942, 0.2599612, 0.10843538]",0.0065470652220586
605,215,GUNFRIEND_W26,AGE,65+,"[0.22213111, 0.34807598, 0.29534371, 0.13444921]",0.0040878238428389
606,216,GUNACTIVITYA_W26,AGE,18-29,"[0.03874888, 0.15195059, 0.21117262, 0.59812791]",0.000457437775273
607,217,GUNACTIVITYA_W26,AGE,30-49,"[0.02970865, 0.13499239, 0.18917501, 0.64612395]",0.0016438412646725
608,218,GUNACTIVITYA_W26,AGE,50-64,"[0.0335782, 0.12042782, 0.13594097, 0.71005302]",0.0073300250790676
609,219,GUNACTIVITYA_W26,AGE,65+,"[0.00696097, 0.07042461, 0.11263522, 0.80997921]",0.0028410439100235
610,220,WORRYD_W26,AGE,18-29,"[0.39261011, 0.42377843, 0.18361146]",0.0
611,221,WORRYD_W26,AGE,30-49,"[0.36740772, 0.40248227, 0.23011001]",0.0042797159183959
612,222,WORRYD_W26,AGE,50-64,"[0.39009431, 0.37670925, 0.23319644]",0.0041410185509595
613,223,WORRYD_W26,AGE,65+,"[0.15220674, 0.43309643, 0.41469683]",0.0044748716952938
614,224,GUNACCESS_W26,AGE,18-29,"[0.28938299, 0.21122798, 0.20024097, 0.29914806]",0.007283851636819
615,225,GUNACCESS_W26,AGE,30-49,"[0.38078399, 0.19843822, 0.10079433, 0.31998345]",0.0026500387849932
616,226,GUNACCESS_W26,AGE,50-64,"[0.46307651, 0.13939095, 0.09130668, 0.30622586]",0.0027204864532263
617,227,GUNACCESS_W26,AGE,65+,"[0.37655517, 0.13816983, 0.13408718, 0.35118782]",0.0004801859895377
618,228,GUNCONTRIBF_W26,AGE,18-29,"[0.27527189, 0.47141055, 0.21981305, 0.03350451]",0.0
619,229,GUNCONTRIBF_W26,AGE,30-49,"[0.29236768, 0.44600524, 0.22857759, 0.0330495]",0.0079534580389465
620,230,GUNCONTRIBF_W26,AGE,50-64,"[0.27334209, 0.44354162, 0.25235089, 0.0307654]",0.0028481721948546
621,231,GUNCONTRIBF_W26,AGE,65+,"[0.34487677, 0.42571831, 0.19475929, 0.03464563]",0.0059960592025873
626,236,GUNRESPNOKIDSF_W26,AGE,18-29,"[0.36984664, 0.33629968, 0.20746383, 0.08638985]",0.0028571544503446
627,237,GUNRESPNOKIDSF_W26,AGE,30-49,"[0.40282325, 0.32549779, 0.18452573, 0.08715323]",0.0112600985602919
628,238,GUNRESPNOKIDSF_W26,AGE,50-64,"[0.45840808, 0.26673622, 0.16789053, 0.10696518]",0.0129689020282224
629,239,GUNRESPNOKIDSF_W26,AGE,65+,"[0.4816924, 0.34658816, 0.14353328, 0.02818617]",0.0092349829008496
630,240,GUNLOCKED2_W26,AGE,18-29,"[0.73975977, 0.26024023]",0.0
631,241,GUNLOCKED2_W26,AGE,30-49,"[0.46506327, 0.53493673]",0.0
632,242,GUNLOCKED2_W26,AGE,50-64,"[0.48648023, 0.51351977]",0.0
633,243,GUNLOCKED2_W26,AGE,65+,"[0.21107126, 0.78892874]",0.0
634,244,REASONGUNE_W26,AGE,18-29,"[0.10627506, 0.15275857, 0.74096636]",0.007283851636819
635,245,REASONGUNE_W26,AGE,30-49,"[0.08519637, 0.07959168, 0.83521195]",0.0
636,246,REASONGUNE_W26,AGE,50-64,"[0.05679913, 0.08929306, 0.85390781]",0.0029937798103464
637,247,REASONGUNE_W26,AGE,65+,"[0.08916991, 0.082888, 0.82794209]",0.0147776648471769
642,252,WORRYE_W26,AGE,18-29,"[0.15690708, 0.56321476, 0.27987817]",0.0
643,253,WORRYE_W26,AGE,30-49,"[0.13391451, 0.53207831, 0.33400718]",0.002019893276508
644,254,WORRYE_W26,AGE,50-64,"[0.12559109, 0.56443517, 0.30997374]",0.0
645,255,WORRYE_W26,AGE,65+,"[0.08617339, 0.50461681, 0.4092098]",0.0020994759268672
646,256,GROWUPGUN2C_W26,AGE,18-29,"[0.460138, 0.539862]",0.0
647,257,GROWUPGUN2C_W26,AGE,30-49,"[0.52077348, 0.47922652]",0.0004753312257956
648,258,GROWUPGUN2C_W26,AGE,50-64,"[0.43812451, 0.56187549]",0.0054061552835014
649,259,GROWUPGUN2C_W26,AGE,65+,"[0.38512291, 0.61487709]",0.0028948053215191
650,260,GUNACTIVITYB_W26,AGE,18-29,"[0.05512942, 0.22780704, 0.27305906, 0.44400448]",0.0008379135594531
651,261,GUNACTIVITYB_W26,AGE,30-49,"[0.06116114, 0.21578728, 0.24910721, 0.47394437]",0.0021850896479568
652,262,GUNACTIVITYB_W26,AGE,50-64,"[0.05000655, 0.26232251, 0.22526913, 0.4624018]",0.0018447233467188
653,263,GUNACTIVITYB_W26,AGE,65+,"[0.05148011, 0.19657358, 0.23449133, 0.51745497]",0.0145107219160624
662,272,GUNRESPNOKIDSD_W26,AGE,18-29,"[0.11014553, 0.2790008, 0.44888234, 0.16197133]",0.0
663,273,GUNRESPNOKIDSD_W26,AGE,30-49,"[0.18013164, 0.20165819, 0.46751246, 0.15069771]",0.002765330920465
664,274,GUNRESPNOKIDSD_W26,AGE,50-64,"[0.15264602, 0.17017578, 0.42328839, 0.25388981]",0.00435810863904
665,275,GUNRESPNOKIDSD_W26,AGE,65+,"[0.24961274, 0.19758356, 0.36281598, 0.18998772]",0.0031527108479644
666,276,NOCARRYGUN_W26,AGE,18-29,"[0.59951877, 0.40048123]",0.0
667,277,NOCARRYGUN_W26,AGE,30-49,"[0.56865587, 0.43134413]",0.0
668,278,NOCARRYGUN_W26,AGE,50-64,"[0.62357123, 0.37642877]",0.0
669,279,NOCARRYGUN_W26,AGE,65+,"[0.69770723, 0.30229277]",0.0
674,284,GUNRESPNOKIDSA_W26,AGE,18-29,"[0.54258558, 0.29168753, 0.10446076, 0.06126614]",0.0009130054224749
675,285,GUNRESPNOKIDSA_W26,AGE,30-49,"[0.58487183, 0.28152659, 0.12638604, 0.00721554]",0.0104414666548781
676,286,GUNRESPNOKIDSA_W26,AGE,50-64,"[0.59372225, 0.23683196, 0.13137399, 0.0380718]",0.0041355228444492
677,287,GUNRESPNOKIDSA_W26,AGE,65+,"[0.62374229, 0.26292813, 0.09585623, 0.01747334]",0.0026465095501708
678,288,GROWUPGUN2B_W26,AGE,18-29,"[0.50031117, 0.49968883]",0.0
679,289,GROWUPGUN2B_W26,AGE,30-49,"[0.59112114, 0.40887886]",0.0004753312257956
680,290,GROWUPGUN2B_W26,AGE,50-64,"[0.74123222, 0.25876778]",0.0090529967954341
681,291,GROWUPGUN2B_W26,AGE,65+,"[0.83861457, 0.16138543]",0.0024107357602986
690,300,GROWUPGUN2A_W26,AGE,18-29,"[0.81318003, 0.18681997]",0.0016323219446546
691,301,GROWUPGUN2A_W26,AGE,30-49,"[0.67642307, 0.32357693]",0.0019689277624215
692,302,GROWUPGUN2A_W26,AGE,50-64,"[0.58303927, 0.41696073]",0.0031033259162553
693,303,GROWUPGUN2A_W26,AGE,65+,"[0.32502714, 0.67497286]",0.0032777672047842
694,304,WORRYF_W26,AGE,18-29,"[0.12809643, 0.43388756, 0.43801601]",0.0
695,305,WORRYF_W26,AGE,30-49,"[0.15162994, 0.36659474, 0.48177532]",0.002019893276508
696,306,WORRYF_W26,AGE,50-64,"[0.11005441, 0.37307943, 0.51686617]",0.000162900220031
697,307,WORRYF_W26,AGE,65+,"[0.04644264, 0.33171359, 0.62184376]",0.0029138098347391
698,308,REASONGUNB_W26,AGE,18-29,"[0.49854993, 0.23123657, 0.2702135]",0.007283851636819
699,309,REASONGUNB_W26,AGE,30-49,"[0.36910637, 0.19222629, 0.43866734]",0.0
700,310,REASONGUNB_W26,AGE,50-64,"[0.39278003, 0.2503729, 0.35684707]",0.0005660069606391
701,311,REASONGUNB_W26,AGE,65+,"[0.26934067, 0.24731105, 0.48334828]",0.0017477657210366
702,0,GROWUPVIOL_W26,SEX,Female,"[0.03931356, 0.09642441, 0.24871315, 0.61554888]",0.005986268737834
703,1,GROWUPVIOL_W26,SEX,Male,"[0.05554294, 0.11875556, 0.26061558, 0.56508592]",0.0020364470718134
706,4,GUNSAFETYKIDS_W26,SEX,Female,"[0.62241914, 0.37254913, 0.00503173]",0.0
707,5,GUNSAFETYKIDS_W26,SEX,Male,"[0.55790618, 0.43479432, 0.0072995]",0.0
708,6,GUNRESPNOKIDSE_W26,SEX,Female,"[0.59697863, 0.18301845, 0.09896714, 0.12103578]",0.0178760845148006
709,7,GUNRESPNOKIDSE_W26,SEX,Male,"[0.39550562, 0.2338112, 0.29352116, 0.07716202]",0.0030562565896517
710,8,WORRYB_W26,SEX,Female,"[0.1965132, 0.45786339, 0.34562341]",0.0016922460479575
711,9,WORRYB_W26,SEX,Male,"[0.10754843, 0.39018158, 0.50227]",0.0
712,10,GUNRESPNOKIDSC_W26,SEX,Female,"[0.72573113, 0.20681625, 0.04923604, 0.01821657]",0.0115177005121669
713,11,GUNRESPNOKIDSC_W26,SEX,Male,"[0.6333715, 0.27359451, 0.08814277, 0.00489122]",0.0014748413628922
716,14,REASONGUNA_W26,SEX,Female,"[0.71492595, 0.20567713, 0.07939692]",0.0
717,15,REASONGUNA_W26,SEX,Male,"[0.66022852, 0.26217485, 0.07759664]",0.0026166268346908
724,22,REASONGUND_W26,SEX,Female,"[0.11185387, 0.25150822, 0.63663791]",0.0032194914569727
725,23,REASONGUND_W26,SEX,Male,"[0.13695121, 0.31126334, 0.55178545]",0.0050656557194793
726,24,SHOOTFREQ_W26,SEX,Female,"[0.0303503, 0.14768784, 0.28658873, 0.53537313]",0.0026214204228672
727,25,SHOOTFREQ_W26,SEX,Male,"[0.06715269, 0.24627506, 0.30133636, 0.38523589]",0.0052945732079636
728,26,GUNLOADED1_W26,SEX,Female,"[0.14948778, 0.28845007, 0.56206215]",0.0124650963633853
729,27,GUNLOADED1_W26,SEX,Male,"[0.13979067, 0.48126016, 0.37894916]",0.0147313570859144
734,32,GUNTYPEOWNC_W26,SEX,Female,"[0.33411452, 0.16151784, 0.50436764]",0.0162102834144449
735,33,GUNTYPEOWNC_W26,SEX,Male,"[0.47071302, 0.23126594, 0.29802104]",0.0196104283970846
736,34,GUNCONTRIBA_W26,SEX,Female,"[0.35858342, 0.30749486, 0.22999759, 0.10392413]",0.0060495630320202
737,35,GUNCONTRIBA_W26,SEX,Male,"[0.23756956, 0.27449313, 0.32099309, 0.16694421]",0.0050574143685099
742,40,GUNLOCKED1_W26,SEX,Female,"[0.47894917, 0.20218225, 0.31886858]",0.0119448331269502
743,41,GUNLOCKED1_W26,SEX,Male,"[0.35917262, 0.33882699, 0.3020004]",0.0088994642800405
752,50,GUNLOADED2_W26,SEX,Female,"[0.33196715, 0.66803285]",0.0023400358745689
753,51,GUNLOADED2_W26,SEX,Male,"[0.32403092, 0.67596908]",0.0084785636563884
754,52,GUNSAFE_W26,SEX,Female,"[0.64337965, 0.05045862, 0.30616173]",0.0014558244153556
755,53,GUNSAFE_W26,SEX,Male,"[0.72964987, 0.01970128, 0.25064885]",0.0027467456297148
758,56,CARRYGUN_W26,SEX,Female,"[0.10663549, 0.16822341, 0.25099914, 0.47414195]",0.0003850347719081
759,57,CARRYGUN_W26,SEX,Male,"[0.13219311, 0.13918909, 0.35285765, 0.37576015]",0.0021622556873173
764,62,GUNCONTRIBE_W26,SEX,Female,"[0.35420212, 0.3327, 0.22989094, 0.08320694]",0.0062857846574983
765,63,GUNCONTRIBE_W26,SEX,Male,"[0.19438854, 0.30665839, 0.31934135, 0.17961171]",0.0015076100950622
766,64,GROWUPGUN4_W26,SEX,Female,"[0.15875321, 0.37713118, 0.31804474, 0.14607087]",0.0104367537691286
767,65,GROWUPGUN4_W26,SEX,Male,"[0.24829001, 0.41835628, 0.23994996, 0.09340375]",0.0044446776743482
774,72,GUNCONTRIBC_W26,SEX,Female,"[0.30612201, 0.33106729, 0.29113184, 0.07167886]",0.0089317561836974
775,73,GUNCONTRIBC_W26,SEX,Male,"[0.19838188, 0.27225797, 0.40541241, 0.12394773]",0.0012996700791895
778,76,GUNIDENTITY_W26,SEX,Female,"[0.27093172, 0.17305271, 0.34896204, 0.20705353]",0.0152240498793558
779,77,GUNIDENTITY_W26,SEX,Male,"[0.23176001, 0.28179911, 0.28108159, 0.20535929]",0.0
784,82,IMPREASONGUN_W26,SEX,Female,"[0.51645197, 0.34876283, 0.09811193, 0.0260165, 0.01065677]",0.0
785,83,IMPREASONGUN_W26,SEX,Male,"[0.49122772, 0.27406419, 0.12916924, 0.05017242, 0.05536644]",0.0042515296019482
786,84,GROWUPGUN6_W26,SEX,Female,"[0.0408176, 0.13974259, 0.19411782, 0.62532199]",0.0021902735818345
787,85,GROWUPGUN6_W26,SEX,Male,"[0.08224289, 0.24198701, 0.27559461, 0.40017548]",0.0037055078232925
788,86,GUNRESPNOKIDSB_W26,SEX,Female,"[0.52081729, 0.2899524, 0.10170822, 0.08752208]",0.0150375203258116
789,87,GUNRESPNOKIDSB_W26,SEX,Male,"[0.43002338, 0.27216322, 0.20130795, 0.09650545]",0.0047828354707907
792,90,GUNRESPKIDSE_W26,SEX,Female,"[0.5090157, 0.30815695, 0.1284258, 0.05440154]",0.0031941167175155
793,91,GUNRESPKIDSE_W26,SEX,Male,"[0.32175919, 0.31159556, 0.28221454, 0.08443071]",0.0120310792589927
796,94,GUNRESPKIDSD_W26,SEX,Female,"[0.1643264, 0.27786434, 0.3258038, 0.23200545]",0.0027365777578622
797,95,GUNRESPKIDSD_W26,SEX,Male,"[0.18136011, 0.24547547, 0.35815316, 0.21501126]",0.0010723947508724
802,100,GROWUPGUN7_W26,SEX,Female,"[0.05654769, 0.14929634, 0.2051957, 0.58896027]",0.0061477953991435
803,101,GROWUPGUN7_W26,SEX,Male,"[0.2634164, 0.31091902, 0.2412635, 0.18440107]",0.0006194434430705
806,104,REASONGUNC_W26,SEX,Female,"[0.24360264, 0.32853329, 0.42786406]",0.00411537029337
807,105,REASONGUNC_W26,SEX,Male,"[0.34371037, 0.41478883, 0.2415008]",0.0031538823724595
808,106,GUNFRIEND_W26,SEX,Female,"[0.15465775, 0.37810259, 0.27348986, 0.1937498]",0.0023565279812377
809,107,GUNFRIEND_W26,SEX,Male,"[0.28745357, 0.38295544, 0.24430598, 0.08528501]",0.0033064589837576
810,108,GUNACTIVITYA_W26,SEX,Female,"[0.01197224, 0.08214524, 0.1015612, 0.80432132]",0.0049269225405284
811,109,GUNACTIVITYA_W26,SEX,Male,"[0.04631558, 0.16665807, 0.23462731, 0.55239904]",0.001195646981348
812,110,WORRYD_W26,SEX,Female,"[0.43035545, 0.34155824, 0.22808631]",0.0044902223023476
813,111,WORRYD_W26,SEX,Male,"[0.23935134, 0.47438241, 0.28626625]",0.0021910103847161
814,112,GUNACCESS_W26,SEX,Female,"[0.30065577, 0.19037766, 0.17736247, 0.3316041]",0.0002618262300689
815,113,GUNACCESS_W26,SEX,Male,"[0.44035483, 0.15820014, 0.09109933, 0.31034571]",0.0048731991232116
816,114,GUNCONTRIBF_W26,SEX,Female,"[0.34239956, 0.43134319, 0.19113376, 0.03512348]",0.0084479455808438
817,115,GUNCONTRIBF_W26,SEX,Male,"[0.24137287, 0.46332693, 0.26493658, 0.03036363]",0.0002827944631873
820,118,GUNRESPNOKIDSF_W26,SEX,Female,"[0.49982068, 0.29985302, 0.14098426, 0.05934205]",0.0126157261661265
821,119,GUNRESPNOKIDSF_W26,SEX,Male,"[0.34175919, 0.33411416, 0.21784657, 0.10628008]",0.0060981051382156
822,120,GUNLOCKED2_W26,SEX,Female,"[0.43431546, 0.56568454]",0.0
823,121,GUNLOCKED2_W26,SEX,Male,"[0.42700267, 0.57299733]",0.0
824,122,REASONGUNE_W26,SEX,Female,"[0.07966692, 0.09520548, 0.8251276]",0.0097563451367564
825,123,REASONGUNE_W26,SEX,Male,"[0.08257364, 0.09863925, 0.81878711]",0.002694632331292
828,126,WORRYE_W26,SEX,Female,"[0.17351119, 0.55519371, 0.2712951]",0.0020395371617344
829,127,WORRYE_W26,SEX,Male,"[0.07797642, 0.52851071, 0.39351287]",0.0
830,128,GROWUPGUN2C_W26,SEX,Female,"[0.39739682, 0.60260318]",0.0025504654840335
831,129,GROWUPGUN2C_W26,SEX,Male,"[0.52307531, 0.47692469]",0.0020714614584163
832,130,GUNACTIVITYB_W26,SEX,Female,"[0.06463978, 0.16936167, 0.21076699, 0.55523157]",0.0061981328001556
833,131,GUNACTIVITYB_W26,SEX,Male,"[0.04461759, 0.29038976, 0.28227098, 0.38272167]",0.0018305800433397
838,136,GUNRESPNOKIDSD_W26,SEX,Female,"[0.18008245, 0.23511299, 0.38948927, 0.19531529]",0.0021062123051401
839,137,GUNRESPNOKIDSD_W26,SEX,Male,"[0.16660528, 0.18152585, 0.47395861, 0.17791025]",0.0032282814993758
